product_id,product_sku,competitor_name,competitor_url,competitor_sku
"593","Pmp00136","","",""
"594","Pmp00138","","",""
"595","Pmp00228","","",""
"596","Pmp00230","","",""
"597","Pmp00231","","",""
"598","Pmp00232","","",""
"599","Pmp00234","","",""
"600","Pmp00236","","",""
"601","Pmp00238","","",""
"602","Pms000xs","","",""
"603","Pms000s","","",""
"604","Pms000m","","",""
"605","Pms000l","","",""
"606","Pms000xl","","",""
"607","Pms002xs","","",""
"608","Pms002s","","",""
"609","Pms002m","","",""
"610","Pms002l","","",""
"611","Pms002xl","","",""
"612","Pms003xs","","",""
"613","Pms003s","","",""
"614","Pms003m","","",""
"615","Pms003l","","",""
"616","Pms003xl","","",""
"617","Pms004xs","","",""
"618","Pms004s","","",""
"619","Pms004m","","",""
"620","Pms004l","","",""
"621","Pms004xl","","",""
"622","Pms005xs","","",""
"623","Pms005s","","",""
"624","Pms005m","","",""
"625","Pms005l","","",""
"626","Pms005xl","","",""
"627","Pmtk000xs","","",""
"628","Pmtk000s","","",""
"629","Pmtk000m","","",""
"630","Pmtk000l","","",""
"631","Pmtk000xl","","",""
"632","Pmtk001xs","","",""
"633","Pmtk001s","","",""
"634","Pmtk001m","","",""
"635","Pmtk001l","","",""
"636","Pmtk001xl","","",""
"637","Pmtk004xs","","",""
"638","Pmtk004s","","",""
"639","Pmtk004m","","",""
"640","Pmtk004l","","",""
"641","Pmtk004xl","","",""
"642","Pmtk005xs","","",""
"643","Pmtk005s","","",""
"644","Pmtk005m","","",""
"645","Pmtk005l","","",""
"646","Pmtk005xl","","",""
"647","Pmtk006xs","","",""
"648","Pmtk006s","","",""
"649","Pmtk006m","","",""
"650","Pmtk006l","","",""
"651","Pmtk006xl","","",""
"652","Pwb00026","","",""
"653","Pwb00027","","",""
"654","Pwb00028","","",""
"655","Pwb00029","","",""
"656","Pwb00030","","",""
"657","Pwb00031","","",""
"658","Pwb00032","","",""
"659","Pwb00126","","",""
"660","Pwb00127","","",""
"661","Pwb00128","","",""
"662","Pwb00129","","",""
"663","Pwb00130","","",""
"664","Pwb00131","","",""
"665","Pwb00132","","",""
"666","Pwb0030","","",""
"667","Pwb0032","","",""
"668","Pwb0034","","",""
"669","Pwb0036","","",""
"670","Pwb0038","","",""
"671","Pwb00310","","",""
"672","Pwb00312","","",""
"673","Pwb00526","","",""
"674","Pwb00527","","",""
"675","Pwb00528","","",""
"676","Pwb00529","","",""
"677","Pwb00530","","",""
"678","Pwb00531","","",""
"679","Pwb00532","","",""
"680","Pwb00626","","",""
"681","Pwb00627","","",""
"682","Pwb00628","","",""
"683","Pwb00629","","",""
"684","Pwb00630","","",""
"685","Pwb00631","","",""
"686","Pwb00632","","",""
"687","Pwd0000","","",""
"688","Pwd0002","","",""
"689","Pwd0004","","",""
"690","Pwd0006","","",""
"691","Pwd0008","","",""
"692","Pwd00010","","",""
"693","Pwd00012","","",""
"694","Pwd0010","","",""
"695","Pwd0012","","",""
"696","Pwd0014","","",""
"697","Pwd0016","","",""
"698","Pwd0018","","",""
"699","Pwd00110","","",""
"700","Pwd00112","","",""
"701","Pwd0020","","",""
"702","Pwd0022","","",""
"703","Pwd0024","","",""
"704","Pwd0026","","",""
"705","Pwd0028","","",""
"706","Pwd00210","","",""
"707","Pwd00212","","",""
"708","Pwt000xs","","",""
"709","Pwt000s","","",""
"710","Pwt000m","","",""
"711","Pwt000l","","",""
"712","Pwt000xl","","",""
"713","Pwt001xs","","",""
"714","Pwt001s","","",""
"715","Pwt001m","","",""
"716","Pwt001l","","",""
"717","Pwt001xl","","",""
"718","Pwt002xs","","",""
"719","Pwt002s","","",""
"720","Pwt002m","","",""
"721","Pwt002l","","",""
"722","Pwt002xl","","",""
"723","Pwt003xs","","",""
"724","Pwt003s","","",""
"725","Pwt003m","","",""
"726","Pwt003l","","",""
"727","Pwt003xl","","",""
"728","Pwt004xs","","",""
"729","Pwt004s","","",""
"730","Pwt004m","","",""
"731","Pwt004l","","",""
"732","Pwt004xl","","",""
"733","Pwt005xs","","",""
"734","Pwt005s","","",""
"735","Pwt005m","","",""
"736","Pwt005l","","",""
"737","Pwt005xl","","",""
"738","Pwt006xs","","",""
"739","Pwt006s","","",""
"740","Pwt006m","","",""
"741","Pwt006l","","",""
"742","Pwt006xl","","",""
"743","Pwt007xs","","",""
"744","Pwt007s","","",""
"745","Pwt007m","","",""
"746","Pwt007l","","",""
"747","Pwt007xl","","",""
"748","shm0008","","",""
"749","shm0009","","",""
"750","shm00010","","",""
"751","shm00011","","",""
"752","shm00012","","",""
"753","shm0018","","",""
"754","shm0019","","",""
"755","shm00110","","",""
"756","shm00111","","",""
"757","shm00112","","",""
"758","shm0028","","",""
"759","shm0029","","",""
"760","shm00210","","",""
"761","shm00211","","",""
"762","shm00212","","",""
"763","shm0038","","",""
"764","shm0039","","",""
"765","shm00310","","",""
"766","shm00311","","",""
"767","shm00312","","",""
"768","shm0048","","",""
"769","shm0049","","",""
"770","shm00410","","",""
"771","shm00411","","",""
"772","shm00412","","",""
"773","shm0058","","",""
"774","shm0059","","",""
"775","shm00510","","",""
"776","shm00511","","",""
"777","shm00512","","",""
"778","shw0006","","",""
"779","shw0007","","",""
"780","shw0008","","",""
"781","shw0009","","",""
"782","shw00010","","",""
"783","shw0016","","",""
"784","shw0017","","",""
"785","shw0018","","",""
"786","shw0019","","",""
"787","shw00110","","",""
"788","shw0026","","",""
"789","shw0027","","",""
"790","shw0028","","",""
"791","shw0029","","",""
"792","shw00210","","",""
"793","shw0036","","",""
"794","shw0037","","",""
"795","shw0038","","",""
"796","shw0039","","",""
"797","shw00310","","",""
"798","shw0046","","",""
"799","shw0047","","",""
"800","shw0048","","",""
"801","shw0049","","",""
"802","shw00410","","",""
"803","shw0056","","",""
"804","shw0057","","",""
"805","shw0058","","",""
"806","shw0059","","",""
"807","shw00510","","",""
"808","Pmo000","","",""
"809","Pmo001","","",""
"810","Pmo002","","",""
"811","Pmp000","","",""
"812","Pmp001","","",""
"813","Pmp002","","",""
"814","Pms000","","",""
"815","Pms002","","",""
"816","Pms003","","",""
"817","Pms004","","",""
"818","Pms005","","",""
"819","Pmtk000","","",""
"820","Pmtk004","","",""
"821","Pmtk005","","",""
"822","Pmtk006","","",""
"823","Pwb000","","",""
"824","Pwb001","","",""
"825","Pwb003","","",""
"826","Pwb005","","",""
"827","Pwb006","","",""
"828","Pwd000","","",""
"829","Pwd001","","",""
"830","Pwd002","","",""
"831","Pwt000","","",""
"832","Pwt001","","",""
"833","Pwt002","","",""
"834","Pwt003","","",""
"835","Pwt004","","",""
"836","Pwt005","","",""
"837","Pwt006","","",""
"838","Pwt007","","",""
"863","shm009","","",""
"864","shm000","","",""
"865","shm001","","",""
"866","shm002","","",""
"867","shm003","","",""
"868","shm004","","",""
"869","shm005","","",""
"870","shw000","","",""
"871","shw001","","",""
"872","shw002","","",""
"873","shw003","","",""
"874","shw004","","",""
"875","shw005","","",""
"877","wbk002c","","",""
"878","wbk002M","","",""
"879","wbk000c-Pink-L","","",""
"880","wbk002c-Black-XS","","",""
"881","wbk002c-Black-S","","",""
"888","wbk012c-Pink-S","","",""
"889","wbk012c-Pink-M","","",""
"890","wbk012c-Pink-L","","",""
"891","wbk012c-Red-S","","",""
"892","wbk012c-Red-M","","",""
"893","wbk012c-Red-L","","",""
"894","wbk012c-Royal Blue-S","","",""
"895","wbk012c-Royal Blue-M","","",""
"896","wbk012c-Royal Blue-L","","",""
"897","msj006c-Khaki-S","","",""
"898","msj006c-Khaki-M","","",""
"899","msj006c-Khaki-L","","",""
"900","msj006c-Red-S","","",""
"901","msj006c-Red-M","","",""
"902","msj006c-Red-L","","",""
"903","msj006c-Royal Blue-S","","",""
"904","msj006c-Royal Blue-M","","",""
"905","msj006c-Royal Blue-L","","",""
