product_id,product_sku,competitor_name,competitor_url,competitor_sku,competitor_price
"504","msj009xs","Amazon","","",""
"505","msj009xl","Amazon","","",""
"506","msj012xs","Amazon","","",""
"507","msj012xl","Amazon","","",""
"508","msj015xs","Amazon","","",""
"509","msj015xl","Amazon","","",""
"510","wbk000xs","Amazon","","",""
"511","wbk000xl","Amazon","","",""
"512","wbk003xs","Amazon","","",""
"513","wbk003xl","Amazon","","",""
"514","wbk006xs","Amazon","","",""
"515","wbk006xl","Amazon","","",""
"516","wbk009xs","Amazon","","",""
"517","wbk009xl","Amazon","","",""
"518","wbk012xs","Amazon","","",""
"519","wbk012xl","Amazon","","",""
"520","wpd00526","Amazon","","",""
"521","wpd00527","Amazon","","",""
"522","wpd00528","Amazon","","",""
"523","wpd00529","Amazon","","",""
"524","wpd00530","Amazon","","",""
"525","wpd00531","Amazon","","",""
"526","wpd00532","Amazon","","",""
"527","wpd00026","Amazon","","",""
"528","wpd00027","Amazon","","",""
"529","wpd00028","Amazon","","",""
"530","wpd00029","Amazon","","",""
"531","wpd00030","Amazon","","",""
"532","wpd00031","Amazon","","",""
"533","wpd00032","Amazon","","",""
"534","wpd01010","Amazon","","",""
"535","wpd0108","Amazon","","",""
"536","wpd0106","Amazon","","",""
"537","wpd0104","Amazon","","",""
"538","wpd01012","Amazon","","",""
"539","wsd005xs","Amazon","","",""
"540","wsd005xl","Amazon","","",""
"541","abl009","Amazon","","",""
"542","vip000","Amazon","","",""
"546","acj001c","Amazon","","",""
"547","acj00118","Amazon","","",""
"548","acj00124","Amazon","","",""
"549","acj0006s","Amazon","","",""
"551","acj003","Amazon","","",""
"552","acj004","Amazon","","",""
"553","acj000","Amazon","","",""
"554","acj005","Amazon","","",""
"555","acj007","Amazon","","",""
"557","hbm001","Amazon","","",""
"558","hbm005","Amazon","","",""
"559","hbm006","Amazon","","",""
"560","hbm007","Amazon","","",""
"561","hbm008","Amazon","","",""
"563","hbm010","Amazon","","",""
"564","mem000","Amazon","","",""
"566","Pmo000xs","Amazon","","",""
"567","Pmo000s","Amazon","","",""
"568","Pmo000m","Amazon","","",""
"569","Pmo000l","Amazon","","",""
"570","Pmo000xl","Amazon","","",""
"571","Pmo001xs","Amazon","","",""
"572","Pmo001s","Amazon","","",""
"573","Pmo001m","Amazon","","",""
"574","Pmo001l","Amazon","","",""
"575","Pmo001xl","Amazon","","",""
"576","Pmo002xs","Amazon","","",""
"577","Pmo002s","Amazon","","",""
"578","Pmo002m","Amazon","","",""
"579","Pmo002l","Amazon","","",""
"580","Pmo002xl","Amazon","","",""
"581","Pmp00028","Amazon","","",""
"582","Pmp00030","Amazon","","",""
"583","Pmp00031","Amazon","","",""
"584","Pmp00032","Amazon","","",""
"585","Pmp00034","Amazon","","",""
"586","Pmp00036","Amazon","","",""
"587","Pmp00038","Amazon","","",""
"588","Pmp00128","Amazon","","",""
"589","Pmp00130","Amazon","","",""
"590","Pmp00131","Amazon","","",""
"591","Pmp00132","Amazon","","",""
"592","Pmp00134","Amazon","","",""
"593","Pmp00136","Amazon","","",""
"594","Pmp00138","Amazon","","",""
"595","Pmp00228","Amazon","","",""
"596","Pmp00230","Amazon","","",""
"597","Pmp00231","Amazon","","",""
"598","Pmp00232","Amazon","","",""
"599","Pmp00234","Amazon","","",""
"600","Pmp00236","Amazon","","",""
"601","Pmp00238","Amazon","","",""
"602","Pms000xs","Amazon","","",""
"603","Pms000s","Amazon","","",""
"604","Pms000m","Amazon","","",""
"605","Pms000l","Amazon","","",""
"606","Pms000xl","Amazon","","",""
"607","Pms002xs","Amazon","","",""
"608","Pms002s","Amazon","","",""
"609","Pms002m","Amazon","","",""
"610","Pms002l","Amazon","","",""
"611","Pms002xl","Amazon","","",""
"612","Pms003xs","Amazon","","",""
"613","Pms003s","Amazon","","",""
"614","Pms003m","Amazon","","",""
"615","Pms003l","Amazon","","",""
"616","Pms003xl","Amazon","","",""
"617","Pms004xs","Amazon","","",""
"618","Pms004s","Amazon","","",""
"619","Pms004m","Amazon","","",""
"620","Pms004l","Amazon","","",""
"621","Pms004xl","Amazon","","",""
"622","Pms005xs","Amazon","","",""
"623","Pms005s","Amazon","","",""
"624","Pms005m","Amazon","","",""
"625","Pms005l","Amazon","","",""
"626","Pms005xl","Amazon","","",""
"627","Pmtk000xs","Amazon","","",""
"628","Pmtk000s","Amazon","","",""
"629","Pmtk000m","Amazon","","",""
"630","Pmtk000l","Amazon","","",""
"631","Pmtk000xl","Amazon","","",""
"632","Pmtk001xs","Amazon","","",""
"633","Pmtk001s","Amazon","","",""
"634","Pmtk001m","Amazon","","",""
"635","Pmtk001l","Amazon","","",""
"636","Pmtk001xl","Amazon","","",""
"637","Pmtk004xs","Amazon","","",""
"638","Pmtk004s","Amazon","","",""
"639","Pmtk004m","Amazon","","",""
"640","Pmtk004l","Amazon","","",""
"641","Pmtk004xl","Amazon","","",""
"642","Pmtk005xs","Amazon","","",""
"643","Pmtk005s","Amazon","","",""
"644","Pmtk005m","Amazon","","",""
"645","Pmtk005l","Amazon","","",""
"646","Pmtk005xl","Amazon","","",""
"647","Pmtk006xs","Amazon","","",""
"648","Pmtk006s","Amazon","","",""
"649","Pmtk006m","Amazon","","",""
"650","Pmtk006l","Amazon","","",""
"651","Pmtk006xl","Amazon","","",""
"652","Pwb00026","Amazon","","",""
"653","Pwb00027","Amazon","","",""
"654","Pwb00028","Amazon","","",""
"655","Pwb00029","Amazon","","",""
"656","Pwb00030","Amazon","","",""
"657","Pwb00031","Amazon","","",""
"658","Pwb00032","Amazon","","",""
"659","Pwb00126","Amazon","","",""
"660","Pwb00127","Amazon","","",""
"661","Pwb00128","Amazon","","",""
"662","Pwb00129","Amazon","","",""
"663","Pwb00130","Amazon","","",""
"664","Pwb00131","Amazon","","",""
"665","Pwb00132","Amazon","","",""
"666","Pwb0030","Amazon","","",""
"667","Pwb0032","Amazon","","",""
"668","Pwb0034","Amazon","","",""
"669","Pwb0036","Amazon","","",""
"670","Pwb0038","Amazon","","",""
"671","Pwb00310","Amazon","","",""
"672","Pwb00312","Amazon","","",""
"673","Pwb00526","Amazon","","",""
"674","Pwb00527","Amazon","","",""
"675","Pwb00528","Amazon","","",""
"676","Pwb00529","Amazon","","",""
"677","Pwb00530","Amazon","","",""
"678","Pwb00531","Amazon","","",""
"679","Pwb00532","Amazon","","",""
"680","Pwb00626","Amazon","","",""
"681","Pwb00627","Amazon","","",""
"682","Pwb00628","Amazon","","",""
"683","Pwb00629","Amazon","","",""
"684","Pwb00630","Amazon","","",""
"685","Pwb00631","Amazon","","",""
"686","Pwb00632","Amazon","","",""
"687","Pwd0000","Amazon","","",""
"688","Pwd0002","Amazon","","",""
"689","Pwd0004","Amazon","","",""
"690","Pwd0006","Amazon","","",""
"691","Pwd0008","Amazon","","",""
"692","Pwd00010","Amazon","","",""
"693","Pwd00012","Amazon","","",""
"694","Pwd0010","Amazon","","",""
"695","Pwd0012","Amazon","","",""
"696","Pwd0014","Amazon","","",""
"697","Pwd0016","Amazon","","",""
"698","Pwd0018","Amazon","","",""
"699","Pwd00110","Amazon","","",""
"700","Pwd00112","Amazon","","",""
"701","Pwd0020","Amazon","","",""
"702","Pwd0022","Amazon","","",""
"703","Pwd0024","Amazon","","",""
"704","Pwd0026","Amazon","","",""
"705","Pwd0028","Amazon","","",""
"706","Pwd00210","Amazon","","",""
"707","Pwd00212","Amazon","","",""
"708","Pwt000xs","Amazon","","",""
"709","Pwt000s","Amazon","","",""
"710","Pwt000m","Amazon","","",""
"711","Pwt000l","Amazon","","",""
"712","Pwt000xl","Amazon","","",""
"713","Pwt001xs","Amazon","","",""
"714","Pwt001s","Amazon","","",""
"715","Pwt001m","Amazon","","",""
"716","Pwt001l","Amazon","","",""
"717","Pwt001xl","Amazon","","",""
"718","Pwt002xs","Amazon","","",""
"719","Pwt002s","Amazon","","",""
"720","Pwt002m","Amazon","","",""
"721","Pwt002l","Amazon","","",""
"722","Pwt002xl","Amazon","","",""
"723","Pwt003xs","Amazon","","",""
"724","Pwt003s","Amazon","","",""
"725","Pwt003m","Amazon","","",""
"726","Pwt003l","Amazon","","",""
"727","Pwt003xl","Amazon","","",""
"728","Pwt004xs","Amazon","","",""
"729","Pwt004s","Amazon","","",""
"730","Pwt004m","Amazon","","",""
"731","Pwt004l","Amazon","","",""
"732","Pwt004xl","Amazon","","",""
"733","Pwt005xs","Amazon","","",""
"734","Pwt005s","Amazon","","",""
"735","Pwt005m","Amazon","","",""
"736","Pwt005l","Amazon","","",""
"737","Pwt005xl","Amazon","","",""
"738","Pwt006xs","Amazon","","",""
"739","Pwt006s","Amazon","","",""
"740","Pwt006m","Amazon","","",""
"741","Pwt006l","Amazon","","",""
"742","Pwt006xl","Amazon","","",""
"743","Pwt007xs","Amazon","","",""
"744","Pwt007s","Amazon","","",""
"745","Pwt007m","Amazon","","",""
"746","Pwt007l","Amazon","","",""
"747","Pwt007xl","Amazon","","",""
"748","shm0008","Amazon","","",""
"749","shm0009","Amazon","","",""
"750","shm00010","Amazon","","",""
"751","shm00011","Amazon","","",""
"752","shm00012","Amazon","","",""
"753","shm0018","Amazon","","",""
"754","shm0019","Amazon","","",""
"755","shm00110","Amazon","","",""
"756","shm00111","Amazon","","",""
"757","shm00112","Amazon","","",""
"758","shm0028","Amazon","","",""
"759","shm0029","Amazon","","",""
"760","shm00210","Amazon","","",""
"761","shm00211","Amazon","","",""
"762","shm00212","Amazon","","",""
"763","shm0038","Amazon","","",""
"764","shm0039","Amazon","","",""
"765","shm00310","Amazon","","",""
"766","shm00311","Amazon","","",""
"767","shm00312","Amazon","","",""
"768","shm0048","Amazon","","",""
"769","shm0049","Amazon","","",""
"770","shm00410","Amazon","","",""
"771","shm00411","Amazon","","",""
"772","shm00412","Amazon","","",""
"773","shm0058","Amazon","","",""
"774","shm0059","Amazon","","",""
"775","shm00510","Amazon","","",""
"776","shm00511","Amazon","","",""
"777","shm00512","Amazon","","",""
"778","shw0006","Amazon","","",""
"779","shw0007","Amazon","","",""
"780","shw0008","Amazon","","",""
"781","shw0009","Amazon","","",""
"782","shw00010","Amazon","","",""
"783","shw0016","Amazon","","",""
"784","shw0017","Amazon","","",""
"785","shw0018","Amazon","","",""
"786","shw0019","Amazon","","",""
"787","shw00110","Amazon","","",""
"788","shw0026","Amazon","","",""
"789","shw0027","Amazon","","",""
"790","shw0028","Amazon","","",""
"791","shw0029","Amazon","","",""
"792","shw00210","Amazon","","",""
"793","shw0036","Amazon","","",""
"794","shw0037","Amazon","","",""
"795","shw0038","Amazon","","",""
"796","shw0039","Amazon","","",""
"797","shw00310","Amazon","","",""
"798","shw0046","Amazon","","",""
"799","shw0047","Amazon","","",""
"800","shw0048","Amazon","","",""
"801","shw0049","Amazon","","",""
"802","shw00410","Amazon","","",""
"803","shw0056","Amazon","","",""
"804","shw0057","Amazon","","",""
"805","shw0058","Amazon","","",""
"806","shw0059","Amazon","","",""
"807","shw00510","Amazon","","",""
"808","Pmo000","Amazon","","",""
"809","Pmo001","Amazon","","",""
"810","Pmo002","Amazon","","",""
"811","Pmp000","Amazon","","",""
"812","Pmp001","Amazon","","",""
"813","Pmp002","Amazon","","",""
"814","Pms000","Amazon","","",""
"815","Pms002","Amazon","","",""
"816","Pms003","Amazon","","",""
"817","Pms004","Amazon","","",""
"818","Pms005","Amazon","","",""
"819","Pmtk000","Amazon","","",""
"820","Pmtk004","Amazon","","",""
"821","Pmtk005","Amazon","","",""
"822","Pmtk006","Amazon","","",""
"823","Pwb000","Amazon","","",""
"824","Pwb001","Amazon","","",""
"825","Pwb003","Amazon","","",""
"826","Pwb005","Amazon","","",""
"827","Pwb006","Amazon","","",""
"828","Pwd000","Amazon","","",""
"829","Pwd001","Amazon","","",""
"830","Pwd002","Amazon","","",""
"831","Pwt000","Amazon","","",""
"832","Pwt001","Amazon","","",""
"833","Pwt002","Amazon","","",""
"834","Pwt003","Amazon","","",""
"835","Pwt004","Amazon","","",""
"836","Pwt005","Amazon","","",""
"837","Pwt006","Amazon","","",""
"838","Pwt007","Amazon","","",""
"863","shm009","Amazon","","",""
"864","shm000","Amazon","","",""
"865","shm001","Amazon","","",""
"866","shm002","Amazon","","",""
"867","shm003","Amazon","","",""
"868","shm004","Amazon","","",""
"869","shm005","Amazon","","",""
"870","shw000","Amazon","","",""
"871","shw001","Amazon","","",""
"872","shw002","Amazon","","",""
"873","shw003","Amazon","","",""
"874","shw004","Amazon","","",""
"875","shw005","Amazon","","",""
"877","wbk002c","Amazon","","",""
"878","wbk002M","Amazon","","",""
"879","wbk000c-Pink-L","Amazon","","",""
"880","wbk002c-Black-XS","Amazon","","",""
"881","wbk002c-Black-S","Amazon","","",""
"888","wbk012c-Pink-S","Amazon","","",""
"889","wbk012c-Pink-M","Amazon","","",""
"890","wbk012c-Pink-L","Amazon","","",""
"891","wbk012c-Red-S","Amazon","","",""
"892","wbk012c-Red-M","Amazon","","",""
"893","wbk012c-Red-L","Amazon","","",""
"894","wbk012c-Royal Blue-S","Amazon","","",""
"895","wbk012c-Royal Blue-M","Amazon","","",""
"896","wbk012c-Royal Blue-L","Amazon","","",""
"897","msj006c-Khaki-S","Amazon","","",""
"898","msj006c-Khaki-M","Amazon","","",""
"899","msj006c-Khaki-L","Amazon","","",""
"900","msj006c-Red-S","Amazon","","",""
"901","msj006c-Red-M","Amazon","","",""
"902","msj006c-Red-L","Amazon","","",""
"903","msj006c-Royal Blue-S","Amazon","","",""
"904","msj006c-Royal Blue-M","Amazon","","",""
"905","msj006c-Royal Blue-L","Amazon","","",""
