product_id,product_name,competitor_name,competitor_url,competitor_sku,competitor_price
"326","Park Avenue Pleat Front Trousers","Amazon","","",""
"327","Park Avenue Pleat Front Trousers","Amazon","","",""
"328","Park Avenue Pleat Front Trousers","Amazon","","",""
"329","Park Avenue Pleat Front Trousers","Amazon","","",""
"337","Aviator Sunglasses","Amazon","","",""
"338","Jackie O Round Sunglasses","Amazon","","",""
"339","Retro Chic Eyeglasses","Amazon","","",""
"340","Barclay d'Orsay pump, Nude","Amazon","","",""
"341","Barclay d'Orsay pump, Nude","Amazon","","",""
"342","Barclay d'Orsay pump, Nude","Amazon","","",""
"343","Barclay d'Orsay pump, Nude","Amazon","","",""
"344","Barclay d'Orsay pump, Nude","Amazon","","",""
"345","Ann Ankle Boot","Amazon","","",""
"346","Ann Ankle Boot","Amazon","","",""
"347","Ann Ankle Boot","Amazon","","",""
"348","Ann Ankle Boot","Amazon","","",""
"349","Ann Ankle Boot","Amazon","","",""
"350","Hana Flat, Charcoal","Amazon","","",""
"351","Hana Flat, Charcoal","Amazon","","",""
"352","Hana Flat, Charcoal","Amazon","","",""
"353","Hana Flat, Charcoal","Amazon","","",""
"354","Hana Flat, Charcoal","Amazon","","",""
"355","Dorian Perforated Oxford","Amazon","","",""
"356","Dorian Perforated Oxford","Amazon","","",""
"357","Dorian Perforated Oxford","Amazon","","",""
"358","Dorian Perforated Oxford","Amazon","","",""
"359","Dorian Perforated Oxford","Amazon","","",""
"360","Wingtip Cognac Oxford","Amazon","","",""
"361","Wingtip Cognac Oxford","Amazon","","",""
"362","Wingtip Cognac Oxford","Amazon","","",""
"363","Wingtip Cognac Oxford","Amazon","","",""
"364","Wingtip Cognac Oxford","Amazon","","",""
"365","Suede Loafer, Navy","Amazon","","",""
"366","Suede Loafer, Navy","Amazon","","",""
"367","Suede Loafer, Navy","Amazon","","",""
"368","Suede Loafer, Navy","Amazon","","",""
"369","Suede Loafer, Navy","Amazon","","",""
"370","Isla Crossbody Handbag","Amazon","","",""
"371","Florentine Satchel Handbag","Amazon","","",""
"372","Flatiron Tablet Sleeve","Amazon","","",""
"373","Broad St. Flapover Briefcase","Amazon","","",""
"374","Houston Travel Wallet","Amazon","","",""
"375","Roller Suitcase","Amazon","","",""
"376","Classic Hardshell Suitcase 21""","Amazon","","",""
"377","Classic Hardshell Suitcase 29""","Amazon","","",""
"378","Body Wash with Lemon Flower Extract and Aloe Vera","Amazon","","",""
"379","Bath Minerals and Salt","Amazon","","",""
"380","Shea Enfused Hydrating Body Lotion","Amazon","","",""
"381","Titian Raw Silk Pillow","Amazon","","",""
"382","Shay Printed Pillow","Amazon","","",""
"383","Carnegie Alpaca Throw","Amazon","","",""
"384","Park Row Throw","Amazon","","",""
"385","Gramercy Throw","Amazon","","",""
"386","Herald Glass Vase","Amazon","","",""
"387","Modern Murray Ceramic Vase","Amazon","","",""
"388","Modern Murray Ceramic Vase","Amazon","","",""
"389","Stone Salt and Pepper Shakers","Amazon","","",""
"390","Fragrance Diffuser Reeds","Amazon","","",""
"391","Geometric Candle Holders","Amazon","","",""
"392","Madison LX2200","Amazon","","",""
"393","Madison RX3400","Amazon","","",""
"394","16GB Memory Card","Amazon","","",""
"395","8GB Memory Card","Amazon","","",""
"396","Large Camera Bag","Amazon","","",""
"397","Madison Earbuds","Amazon","","",""
"398","Madison Overear Headphones","Amazon","","",""
"399","Madison 8GB Digital Media Player","Amazon","","",""
"400","Compact mp3 Player","Amazon","","",""
"402","French Cuff Cotton Twill Oxford","Amazon","","",""
"403","Slim fit Dobby Oxford Shirt","Amazon","","",""
"404","Plaid Cotton Shirt","Amazon","","",""
"405","Sullivan Sport Coat","Amazon","","",""
"406","Linen Blazer","Amazon","","",""
"407","Stretch Cotton Blazer","Amazon","","",""
"408","Chelsea Tee","Amazon","","",""
"409","Chelsea Tee","Amazon","","",""
"410","Chelsea Tee","Amazon","","",""
"411","Merino V-neck Pullover Sweater","Amazon","","",""
"412","Lexington Cardigan Sweater","Amazon","","",""
"413","Core Striped Sport Shirt","Amazon","","",""
"414","Bowery Chino Pants","Amazon","","",""
"415","The Essential Boot Cut Jean","Amazon","","",""
"416","Flat Front  Trouser","Amazon","","",""
"417","NoLIta Cami","Amazon","","",""
"418","Tori Tank","Amazon","","",""
"419","Delancy Cardigan Sweater","Amazon","","",""
"420","Ludlow Oxford Top","Amazon","","",""
"421","Elizabeth Knit Top","Amazon","","",""
"422","Essex Pencil Skirt","Amazon","","",""
"423","Racer Back Maxi Dress","Amazon","","",""
"424","Ludlow Sheath Dress","Amazon","","",""
"425","Lafayette Convertible Dress","Amazon","","",""
"426","TriBeCa Skinny Jean","Amazon","","",""
"427","DUMBO Boyfriend Jean","Amazon","","",""
"428","Park Avenue Pleat Front Trousers","Amazon","","",""
"430","Barclay d'Orsay pump, Nude","Amazon","","",""
"431","Ann Ankle Boot","Amazon","","",""
"432","Hana Flat, Charcoal","Amazon","","",""
"433","Dorian Perforated Oxford","Amazon","","",""
"434","Wingtip Cognac Oxford","Amazon","","",""
"435","Suede Loafer, Navy","Amazon","","",""
"436","Classic Hardshell Suitcase","Amazon","","",""
"437","Modern Murray Ceramic Vase","Amazon","","",""
"439","Luggage Set","Amazon","","",""
"440","Vase Set","Amazon","","",""
"441","3-Year Warranty","Amazon","","",""
"442","5-Year Warranty","Amazon","","",""
"445","Camera Travel Set","Amazon","","",""
"446","MP3 Player with Audio","Amazon","","",""
"447","Pillow and Throw Set","Amazon","","",""
"448","A Tale of Two Cities","Amazon","","",""
"450","Alice in Wonderland","Amazon","","",""
"456","Khaki Bowery Chino Pants","Amazon","","",""
"457","Khaki Bowery Chino Pants","Amazon","","",""
"458","Khaki Bowery Chino Pants","Amazon","","",""
"459","Khaki Bowery Chino Pants","Amazon","","",""
"475","Bowery Chino Pants","Amazon","","",""
"476","Bowery Chino Pants","Amazon","","",""
"477","Bowery Chino Pants","Amazon","","",""
"478","Bowery Chino Pants","Amazon","","",""
"479","Khaki Bowery Chino Pants","Amazon","","",""
"480","Khaki Bowery Chino Pants","Amazon","","",""
"481","Khaki Bowery Chino Pants","Amazon","","",""
"482","Khaki Bowery Chino Pants","Amazon","","",""
"483","Chelsea Tee","Amazon","","",""
"484","Chelsea Tee","Amazon","","",""
"485","Chelsea Tee","Amazon","","",""
"486","Chelsea Tee","Amazon","","",""
"487","Chelsea Tee","Amazon","","",""
"488","Chelsea Tee","Amazon","","",""
"489","Chelsea Tee","Amazon","","",""
"490","Chelsea Tee","Amazon","","",""
"491","Chelsea Tee","Amazon","","",""
"492","Merino V-neck Pullover Sweater","Amazon","","",""
"493","Merino V-neck Pullover Sweater","Amazon","","",""
"494","Lexington Cardigan Sweater","Amazon","","",""
"495","Lexington Cardigan Sweater","Amazon","","",""
"496","Core Striped Sport Shirt","Amazon","","",""
"497","Core Striped Sport Shirt-Indigo-XL","Amazon","","",""
"498","French Cuff Cotton Twill Oxford","Amazon","","",""
"499","French Cuff Cotton Twill Oxford","Amazon","","",""
"500","Slim fit Dobby Oxford Shirt","Amazon","","",""
"501","Slim fit Dobby Oxford Shirt","Amazon","","",""
"502","Plaid Cotton Shirt","Amazon","","",""
"503","Plaid Cotton Shirt","Amazon","","",""
"504","Sullivan Sport Coat","Amazon","","",""
"505","Sullivan Sport Coat","Amazon","","",""
"506","Linen Blazer","Amazon","","",""
"507","Linen Blazer","Amazon","","",""
"508","Stretch Cotton Blazer","Amazon","","",""
"509","Stretch Cotton Blazer","Amazon","","",""
"510","NoLIta Cami","Amazon","","",""
"511","NoLIta Cami","Amazon","","",""
"512","Tori Tank","Amazon","","",""
"513","Tori Tank","Amazon","","",""
"514","Delancy Cardigan Sweater","Amazon","","",""
"515","Delancy Cardigan Sweater","Amazon","","",""
"516","Ludlow Oxford Top","Amazon","","",""
"517","Ludlow Oxford Top","Amazon","","",""
"518","Elizabeth Knit Top","Amazon","","",""
"519","Elizabeth Knit Top","Amazon","","",""
"520","DUMBO Boyfriend Jean","Amazon","","",""
"521","DUMBO Boyfriend Jean","Amazon","","",""
"522","DUMBO Boyfriend Jean","Amazon","","",""
"523","DUMBO Boyfriend Jean","Amazon","","",""
"524","DUMBO Boyfriend Jean","Amazon","","",""
"525","DUMBO Boyfriend Jean","Amazon","","",""
"526","DUMBO Boyfriend Jean","Amazon","","",""
"527","TriBeCa Skinny Jean","Amazon","","",""
"528","TriBeCa Skinny Jean","Amazon","","",""
"529","TriBeCa Skinny Jean","Amazon","","",""
"530","TriBeCa Skinny Jean","Amazon","","",""
"531","TriBeCa Skinny Jean","Amazon","","",""
"532","TriBeCa Skinny Jean","Amazon","","",""
"533","TriBeCa Skinny Jean","Amazon","","",""
"534","Park Avenue Pleat Front Trousers","Amazon","","",""
"535","Park Avenue Pleat Front Trousers","Amazon","","",""
"536","Park Avenue Pleat Front Trousers","Amazon","","",""
"537","Park Avenue Pleat Front Trousers","Amazon","","",""
"538","Park Avenue Pleat Front Trousers","Amazon","","",""
"539","Racer Back Maxi Dress","Amazon","","",""
"540","Racer Back Maxi Dress","Amazon","","",""
"541","Classic Hardshell Suitcase 19""","Amazon","","",""
"542","1-Year Members Only Shopping","Amazon","","",""
"546","Pearl Strand Necklace","Amazon","","",""
"547","Pearl Strand Necklace-18""","Amazon","","",""
"548","Pearl Strand Necklace-24""","Amazon","","",""
"549","Blue Horizons Bracelets","Amazon","","",""
"551","Pearl Stud Earrings","Amazon","","",""
"552","Swing Time Earrings","Amazon","","",""
"553","Silver Desert Necklace","Amazon","","",""
"554","Swiss Movement Sports Watch","Amazon","","",""
"555","Pearl Necklace Set","Amazon","","",""
"557","Around the World in 80 Days","Amazon","","",""
"558","Falling by I Am Not Lefthanded","Amazon","","",""
"559","If You Were by Keshco","Amazon","","",""
"560","Can't Stop It by Shearer","Amazon","","",""
"561","Love is an Eternal Lie by The Sleeping Tree","Amazon","","",""
"563","Fire [Kalima remix] by Unannounced Guest","Amazon","","",""
"564","Madison Island VIP Membership - 1 Year","Amazon","","",""
"566","Thomas Overcoat","Amazon","","",""
"567","Thomas Overcoat","Amazon","","",""
"568","Thomas Overcoat","Amazon","","",""
"569","Thomas Overcoat","Amazon","","",""
"570","Thomas Overcoat","Amazon","","",""
"571","Draper Suit Coat","Amazon","","",""
"572","Draper Suit Coat","Amazon","","",""
"573","Draper Suit Coat","Amazon","","",""
"574","Draper Suit Coat","Amazon","","",""
"575","Draper Suit Coat","Amazon","","",""
"576","Lincoln Blazer","Amazon","","",""
"577","Lincoln Blazer","Amazon","","",""
"578","Lincoln Blazer","Amazon","","",""
"579","Lincoln Blazer","Amazon","","",""
"580","Lincoln Blazer","Amazon","","",""
"581","Bushwick Skinny Jean","Amazon","","",""
"582","Bushwick Skinny Jean","Amazon","","",""
"583","Bushwick Skinny Jean","Amazon","","",""
"584","Bushwick Skinny Jean","Amazon","","",""
"585","Bushwick Skinny Jean","Amazon","","",""
"586","Bushwick Skinny Jean","Amazon","","",""
"587","Bushwick Skinny Jean","Amazon","","",""
"588","Draper Pant","Amazon","","",""
"589","Draper Pant","Amazon","","",""
"590","Draper Pant","Amazon","","",""
"591","Draper Pant","Amazon","","",""
"592","Draper Pant","Amazon","","",""
"593","Draper Pant","Amazon","","",""
"594","Draper Pant","Amazon","","",""
"595","Olive Bushwick Skinny Jean","Amazon","","",""
"596","Olive Bushwick Skinny Jean","Amazon","","",""
"597","Olive Bushwick Skinny Jean","Amazon","","",""
"598","Olive Bushwick Skinny Jean","Amazon","","",""
"599","Olive Bushwick Skinny Jean","Amazon","","",""
"600","Olive Bushwick Skinny Jean","Amazon","","",""
"601","Olive Bushwick Skinny Jean","Amazon","","",""
"602","Avery Oxford Shirt","Amazon","","",""
"603","Avery Oxford Shirt","Amazon","","",""
"604","Avery Oxford Shirt","Amazon","","",""
"605","Avery Oxford Shirt","Amazon","","",""
"606","Avery Oxford Shirt","Amazon","","",""
"607","Slim-fit Dobby Oxford Shirt","Amazon","","",""
"608","Slim-fit Dobby Oxford Shirt","Amazon","","",""
"609","Slim-fit Dobby Oxford Shirt","Amazon","","",""
"610","Slim-fit Dobby Oxford Shirt","Amazon","","",""
"611","Slim-fit Dobby Oxford Shirt","Amazon","","",""
"612","Carroll Check Dress Shirt","Amazon","","",""
"613","Carroll Check Dress Shirt","Amazon","","",""
"614","Carroll Check Dress Shirt","Amazon","","",""
"615","Carroll Check Dress Shirt","Amazon","","",""
"616","Carroll Check Dress Shirt","Amazon","","",""
"617","Clark Dress Shirt","Amazon","","",""
"618","Clark Dress Shirt","Amazon","","",""
"619","Clark Dress Shirt","Amazon","","",""
"620","Clark Dress Shirt","Amazon","","",""
"621","Clark Dress Shirt","Amazon","","",""
"622","French Cuff Cotton Twill Oxford","Amazon","","",""
"623","French Cuff Cotton Twill Oxford","Amazon","","",""
"624","French Cuff Cotton Twill Oxford","Amazon","","",""
"625","French Cuff Cotton Twill Oxford","Amazon","","",""
"626","French Cuff Cotton Twill Oxford","Amazon","","",""
"627","Merino V-neck Pullover Sweater","Amazon","","",""
"628","Merino V-neck Pullover Sweater","Amazon","","",""
"629","Merino V-neck Pullover Sweater","Amazon","","",""
"630","Merino V-neck Pullover Sweater","Amazon","","",""
"631","Merino V-neck Pullover Sweater","Amazon","","",""
"632","Striped Crew Tee","Amazon","","",""
"633","Striped Crew Tee","Amazon","","",""
"634","Striped Crew Tee","Amazon","","",""
"635","Striped Crew Tee","Amazon","","",""
"636","Striped Crew Tee","Amazon","","",""
"637","Oatmeal Henley Tee","Amazon","","",""
"638","Oatmeal Henley Tee","Amazon","","",""
"639","Oatmeal Henley Tee","Amazon","","",""
"640","Oatmeal Henley Tee","Amazon","","",""
"641","Oatmeal Henley Tee","Amazon","","",""
"642","Henley Tee","Amazon","","",""
"643","Henley Tee","Amazon","","",""
"644","Henley Tee","Amazon","","",""
"645","Henley Tee","Amazon","","",""
"646","Henley Tee","Amazon","","",""
"647","Merino V-neck Pullover Sweater","Amazon","","",""
"648","Merino V-neck Pullover Sweater","Amazon","","",""
"649","Merino V-neck Pullover Sweater","Amazon","","",""
"650","Merino V-neck Pullover Sweater","Amazon","","",""
"651","Merino V-neck Pullover Sweater","Amazon","","",""
"652","TriBeCa Skinny Jean","Amazon","","",""
"653","TriBeCa Skinny Jean","Amazon","","",""
"654","TriBeCa Skinny Jean","Amazon","","",""
"655","TriBeCa Skinny Jean","Amazon","","",""
"656","TriBeCa Skinny Jean","Amazon","","",""
"657","TriBeCa Skinny Jean","Amazon","","",""
"658","TriBeCa Skinny Jean","Amazon","","",""
"659","Villa Bermuda Shorts","Amazon","","",""
"660","Villa Bermuda Shorts","Amazon","","",""
"661","Villa Bermuda Shorts","Amazon","","",""
"662","Villa Bermuda Shorts","Amazon","","",""
"663","Villa Bermuda Shorts","Amazon","","",""
"664","Villa Bermuda Shorts","Amazon","","",""
"665","Villa Bermuda Shorts","Amazon","","",""
"666","Cornelia Skirt","Amazon","","",""
"667","Cornelia Skirt","Amazon","","",""
"668","Cornelia Skirt","Amazon","","",""
"669","Cornelia Skirt","Amazon","","",""
"670","Cornelia Skirt","Amazon","","",""
"671","Cornelia Skirt","Amazon","","",""
"672","Cornelia Skirt","Amazon","","",""
"673","Grand Slim Straight Jean","Amazon","","",""
"674","Grand Slim Straight Jean","Amazon","","",""
"675","Grand Slim Straight Jean","Amazon","","",""
"676","Grand Slim Straight Jean","Amazon","","",""
"677","Grand Slim Straight Jean","Amazon","","",""
"678","Grand Slim Straight Jean","Amazon","","",""
"679","Grand Slim Straight Jean","Amazon","","",""
"680","Hester Ankle Pant","Amazon","","",""
"681","Hester Ankle Pant","Amazon","","",""
"682","Hester Ankle Pant","Amazon","","",""
"683","Hester Ankle Pant","Amazon","","",""
"684","Hester Ankle Pant","Amazon","","",""
"685","Hester Ankle Pant","Amazon","","",""
"686","Hester Ankle Pant","Amazon","","",""
"687","Angela Wrap Dress","Amazon","","",""
"688","Angela Wrap Dress","Amazon","","",""
"689","Angela Wrap Dress","Amazon","","",""
"690","Angela Wrap Dress","Amazon","","",""
"691","Angela Wrap Dress","Amazon","","",""
"692","Angela Wrap Dress","Amazon","","",""
"693","Angela Wrap Dress","Amazon","","",""
"694","Jane Dress","Amazon","","",""
"695","Jane Dress","Amazon","","",""
"696","Jane Dress","Amazon","","",""
"697","Jane Dress","Amazon","","",""
"698","Jane Dress","Amazon","","",""
"699","Jane Dress","Amazon","","",""
"700","Jane Dress","Amazon","","",""
"701","Jacqueline Medallion Dress","Amazon","","",""
"702","Jacqueline Medallion Dress","Amazon","","",""
"703","Jacqueline Medallion Dress","Amazon","","",""
"704","Jacqueline Medallion Dress","Amazon","","",""
"705","Jacqueline Medallion Dress","Amazon","","",""
"706","Jacqueline Medallion Dress","Amazon","","",""
"707","Jacqueline Medallion Dress","Amazon","","",""
"708","Ludlow Seersucker Top","Amazon","","",""
"709","Ludlow Seersucker Top","Amazon","","",""
"710","Ludlow Seersucker Top","Amazon","","",""
"711","Ludlow Seersucker Top","Amazon","","",""
"712","Ludlow Seersucker Top","Amazon","","",""
"713","Gans Trench Coat","Amazon","","",""
"714","Gans Trench Coat","Amazon","","",""
"715","Gans Trench Coat","Amazon","","",""
"716","Gans Trench Coat","Amazon","","",""
"717","Gans Trench Coat","Amazon","","",""
"718","Sheri Collar Shirt","Amazon","","",""
"719","Sheri Collar Shirt","Amazon","","",""
"720","Sheri Collar Shirt","Amazon","","",""
"721","Sheri Collar Shirt","Amazon","","",""
"722","Sheri Collar Shirt","Amazon","","",""
"723","Charcoal Sheri Collar Shirt","Amazon","","",""
"724","Charcoal Sheri Collar Shirt","Amazon","","",""
"725","Charcoal Sheri Collar Shirt","Amazon","","",""
"726","Charcoal Sheri Collar Shirt","Amazon","","",""
"727","Charcoal Sheri Collar Shirt","Amazon","","",""
"728","Milli Cardigan","Amazon","","",""
"729","Milli Cardigan","Amazon","","",""
"730","Milli Cardigan","Amazon","","",""
"731","Milli Cardigan","Amazon","","",""
"732","Milli Cardigan","Amazon","","",""
"733","Stretch Cotton Camisole","Amazon","","",""
"734","Stretch Cotton Camisole","Amazon","","",""
"735","Stretch Cotton Camisole","Amazon","","",""
"736","Stretch Cotton Camisole","Amazon","","",""
"737","Stretch Cotton Camisole","Amazon","","",""
"738","Noa Sheer Blouse","Amazon","","",""
"739","Noa Sheer Blouse","Amazon","","",""
"740","Noa Sheer Blouse","Amazon","","",""
"741","Noa Sheer Blouse","Amazon","","",""
"742","Noa Sheer Blouse","Amazon","","",""
"743","Brooklyn Jean Jacket","Amazon","","",""
"744","Brooklyn Jean Jacket","Amazon","","",""
"745","Brooklyn Jean Jacket","Amazon","","",""
"746","Brooklyn Jean Jacket","Amazon","","",""
"747","Brooklyn Jean Jacket","Amazon","","",""
"748","Mercer Loafer","Amazon","","",""
"749","Mercer Loafer","Amazon","","",""
"750","Mercer Loafer","Amazon","","",""
"751","Mercer Loafer","Amazon","","",""
"752","Mercer Loafer","Amazon","","",""
"753","Broad St Saddle Shoes","Amazon","","",""
"754","Broad St Saddle Shoes","Amazon","","",""
"755","Broad St Saddle Shoes","Amazon","","",""
"756","Broad St Saddle Shoes","Amazon","","",""
"757","Broad St Saddle Shoes","Amazon","","",""
"758","Empire Oxford","Amazon","","",""
"759","Empire Oxford","Amazon","","",""
"760","Empire Oxford","Amazon","","",""
"761","Empire Oxford","Amazon","","",""
"762","Empire Oxford","Amazon","","",""
"763","Lenox Boot","Amazon","","",""
"764","Lenox Boot","Amazon","","",""
"765","Lenox Boot","Amazon","","",""
"766","Lenox Boot","Amazon","","",""
"767","Lenox Boot","Amazon","","",""
"768","Studio Dress Shoe","Amazon","","",""
"769","Studio Dress Shoe","Amazon","","",""
"770","Studio Dress Shoe","Amazon","","",""
"771","Studio Dress Shoe","Amazon","","",""
"772","Studio Dress Shoe","Amazon","","",""
"773","Carnegie Sneaker","Amazon","","",""
"774","Carnegie Sneaker","Amazon","","",""
"775","Carnegie Sneaker","Amazon","","",""
"776","Carnegie Sneaker","Amazon","","",""
"777","Carnegie Sneaker","Amazon","","",""
"778","Hudson Snakeskin Pump","Amazon","","",""
"779","Hudson Snakeskin Pump","Amazon","","",""
"780","Hudson Snakeskin Pump","Amazon","","",""
"781","Hudson Snakeskin Pump","Amazon","","",""
"782","Hudson Snakeskin Pump","Amazon","","",""
"783","Prima Pump","Amazon","","",""
"784","Prima Pump","Amazon","","",""
"785","Prima Pump","Amazon","","",""
"786","Prima Pump","Amazon","","",""
"787","Prima Pump","Amazon","","",""
"788","Plaza Platform","Amazon","","",""
"789","Plaza Platform","Amazon","","",""
"790","Plaza Platform","Amazon","","",""
"791","Plaza Platform","Amazon","","",""
"792","Plaza Platform","Amazon","","",""
"793","Annie Pump","Amazon","","",""
"794","Annie Pump","Amazon","","",""
"795","Annie Pump","Amazon","","",""
"796","Annie Pump","Amazon","","",""
"797","Annie Pump","Amazon","","",""
"798","Broadway Pump","Amazon","","",""
"799","Broadway Pump","Amazon","","",""
"800","Broadway Pump","Amazon","","",""
"801","Broadway Pump","Amazon","","",""
"802","Broadway Pump","Amazon","","",""
"803","Ellis Flat","Amazon","","",""
"804","Ellis Flat","Amazon","","",""
"805","Ellis Flat","Amazon","","",""
"806","Ellis Flat","Amazon","","",""
"807","Ellis Flat","Amazon","","",""
"808","Thomas Overcoat","Amazon","","",""
"809","Draper Suit Coat","Amazon","","",""
"810","Lincoln Blazer","Amazon","","",""
"811","Bushwick Skinny Jean","Amazon","","",""
"812","Draper Pant","Amazon","","",""
"813","Olive Bushwick Skinny Jean","Amazon","","",""
"814","Avery Oxford Shirt","Amazon","","",""
"815","Slim-fit Dobby Oxford Shirt","Amazon","","",""
"816","Carroll Check Dress Shirt","Amazon","","",""
"817","Clark Dress Shirt","Amazon","","",""
"818","French Cuff Cotton Twill Oxford","Amazon","","",""
"819","Merino V-neck Pullover Sweater","Amazon","","",""
"820","Oatmeal Henley Tee","Amazon","","",""
"821","Henley Tee","Amazon","","",""
"822","Merino V-neck Pullover Sweater","Amazon","","",""
"823","TriBeCa Skinny Jean","Amazon","","",""
"824","Villa Bermuda Shorts","Amazon","","",""
"825","Cornelia Skirt","Amazon","","",""
"826","Grand Slim Straight Jean","Amazon","","",""
"827","Hester Ankle Pant","Amazon","","",""
"828","Angela Wrap Dress","Amazon","","",""
"829","Jane Dress","Amazon","","",""
"830","Jacqueline Medallion Dress","Amazon","","",""
"831","Ludlow Seersucker Top","Amazon","","",""
"832","Gans Trench Coat","Amazon","","",""
"833","Sheri Collar Shirt","Amazon","","",""
"834","Charcoal Sheri Collar Shirt","Amazon","","",""
"835","Milli Cardigan","Amazon","","",""
"836","Stretch Cotton Camisole","Amazon","","",""
"837","Noa Sheer Blouse","Amazon","","",""
"838","Brooklyn Jean Jacket","Amazon","","",""
"863","Studio Dress Shoe","Amazon","","",""
"864","Mercer Loafer","Amazon","","",""
"865","Broad St Saddle Shoes","Amazon","","",""
"866","Empire Oxford","Amazon","","",""
"867","Lenox Boot","Amazon","","",""
"868","Studio Dress Shoe","Amazon","","",""
"869","Yuca Sneaker","Amazon","","",""
"870","Hudson Snakeskin Pump","Amazon","","",""
"871","Prima Pump","Amazon","","",""
"872","Plaza Platform","Amazon","","",""
"873","Annie Pump","Amazon","","",""
"874","Broadway Pump","Amazon","","",""
"875","Ellis Flat","Amazon","","",""
"877","Black Nolita Cami","Amazon","","",""
"878","Black Nolita Cami","Amazon","","",""
"879","NoLIta Cami-Pink-L","Amazon","","",""
"880","Black Nolita Cami-Black-XS","Amazon","","",""
"881","Black Nolita Cami-Black-S","Amazon","","",""
"888","Elizabeth Knit Top-Pink-S","Amazon","","",""
"889","Elizabeth Knit Top-Pink-M","Amazon","","",""
"890","Elizabeth Knit Top-Pink-L","Amazon","","",""
